    0.79     4.61   244.80 
    0.92     5.21   249.00 
    1.16     5.72   244.70 
    1.12     5.44   241.70 
    1.00     5.42   242.20 
    1.73     6.54   244.60 
    2.20     7.57   251.60 
    2.17     7.32   250.60 
    2.38     7.57   253.50 
    2.15     7.12   250.40 
    1.89     6.97   253.90 
    1.95     6.75   258.40 
    1.44     5.66   253.90 
    1.23     6.14   253.90 
    1.00     6.51   264.20 
    0.83     5.36   282.10 
    0.67     5.61   302.80 
    0.95     5.28   297.60 
    0.93     5.28   292.60 
    1.22     6.28   292.70 
    1.19     6.40   287.70 
    1.17     6.25   288.50 
    0.96     6.16   280.60 
    0.94     6.13   274.10 
    1.00     6.19   271.10 
    0.95     5.94   274.10 
    0.92     6.07   271.10 
    0.88     5.70   264.70 
    0.82     5.24   259.10 
    0.84     5.31   257.70 
    0.70     5.57   261.70 
    0.68     5.09   250.30 
    0.88     4.49   245.00 
    0.97     5.09   249.00 
    1.05     6.21   247.30 
    0.96     6.47   250.30 
    0.82     5.27   247.80 
    0.79     5.01   246.80 
    0.99     5.21   246.00 
    0.98     5.70   243.00 
    0.92     5.34   247.00 
    0.75     5.80   244.80 
    0.66     5.87   258.30 
    0.47     5.87   273.50 
    0.40     5.17   295.50 
    0.29     4.67   313.10 
    0.37     4.61   313.80 
    0.56     5.03   308.60 
    0.64     5.23   299.80 
    0.76     6.05   294.60 
    0.89     5.29   292.50 
    0.82     5.54   286.50 
    1.10     5.87   279.10 
    1.06     5.49   280.10 
    1.00     5.68   277.10 
    1.05     5.75   277.10 
    1.19     5.94   279.30 
    1.34     6.38   280.50 
    1.28     6.12   287.50 
    1.07     5.90   294.60 
    1.23     6.43   302.30 
    0.95     7.66   306.10 
    0.86     7.20   308.70 
    0.91     6.63   313.80 
    0.79     6.54   308.70 
    0.75     7.07   308.70 
    0.74     6.67   312.70 
    0.71     6.28   315.70 
    0.68     6.15   316.70 
    0.68     6.55   317.80 
    0.50     6.92   318.10 
    0.46     6.17   315.10 
    0.37     5.79   315.10 
    0.32     5.82   311.90 
    0.32     6.79   311.90 
    0.30     6.11   322.20 
    0.29     5.84   319.20 
    0.31     5.84   319.20 
    0.27     5.57   323.20 
    0.18     5.40   318.80 
    0.15     4.66   313.10 
    0.15     5.03   301.10 
    0.18     4.89   301.80 
    0.17     4.72   323.90 
    0.19     4.85   318.90 
    0.17     4.93   320.40 
    0.18     5.45   314.10 
    0.14     5.24   317.90 
    0.19     5.01   321.80 
    0.17     5.49   323.90 
    0.23     6.10   315.10 
    0.20     4.55   314.40 
    0.21     5.18   312.40 
    0.27     4.51   315.20 
    0.45     5.57   323.20 
    0.38     5.44   323.20 
    0.33     5.33   321.90 
    0.36     5.70   316.90 
    0.36     6.37   315.20 
    0.51     6.19   311.80 
    0.69     5.78   293.60 
    0.69     5.78   296.60 
    0.66     6.12   308.80 
    0.66     6.50   308.40 
    0.64     5.99   306.80 
    0.76     5.91   300.60 
    0.88     6.18   298.60 
    0.91     6.18   302.60 
    0.86     6.25   305.80 
    0.72     5.99   304.80 
    0.79     6.44   297.60 
    0.65     6.12   305.80 
    0.49     6.06   312.80 
    0.48     6.45   315.80 
    0.51     6.84   314.80 
    0.44     7.43   318.20 
    0.44     7.30   317.20 
    0.45     7.43   319.20 
    0.47     7.96   321.20 
    0.39     7.70   323.20 
    0.79     4.83   254.30 
    0.86     5.74   255.30 
    0.87     5.90   256.10 
    1.08     5.41   254.30 
    0.87     5.28   254.30 
    0.79     5.67   252.80 
    0.75     4.87   246.40 
    1.01     4.85   246.00 
    0.89     4.97   245.00 
    1.10     6.07   248.30 
    1.02     5.81   254.30 
    1.02     5.38   251.10 
    1.14     5.64   255.10 
    0.86     5.77   257.10 
    0.84     5.91   264.60 
    0.74     5.44   255.70 
    0.66     5.48   251.30 
    0.62     5.80   250.80 
    0.48     5.83   260.70 
    0.50     5.78   267.60 
    0.45     5.29   281.70 
    0.35     5.36   297.60 
    0.47     4.92   281.70 
    0.54     4.92   276.70 
    0.65     4.44   259.30 
    0.64     4.62   248.40 
    0.80     5.35   239.40 
    1.09     5.58   240.00 
    1.45     5.64   243.80 
    2.09     6.69   250.60 
    2.73     7.84   256.80 
    2.59     8.40   252.10 
    2.06     6.94   252.60 
    1.62     6.29   246.60 
    1.55     6.79   251.60 
    1.50     6.38   248.90 
    1.12     5.81   248.30 
    0.84     5.81   254.30 
    0.84     6.06   253.80 
    0.84     6.53   251.30 
    0.69     5.48   259.30 
    0.72     5.29   281.70 
    0.68     5.57   291.50 
    0.65     6.13   299.70 
    0.69     6.64   299.70 
    0.69     7.27   300.80 
    0.54     6.38   310.60 
    0.46     7.11   312.80 
    0.39     6.24   316.20 
    0.36     5.82   292.90 
    0.21     3.78   338.70 
    0.26     4.19   341.30 
    0.25     4.73   326.90 
    0.20     4.21   318.10 
    0.14     3.63   334.90 
    0.16     3.50   333.70 
    0.26     4.11   351.10 
    0.23     5.34   310.90 
    0.27     5.44   318.20 
    0.51     5.44   282.40 
    0.31     5.65   304.60 
    0.27     5.69   313.40 
    0.29     4.42   301.60 
    0.35     4.61   280.30 
    0.34     4.69   274.20 
    0.44     4.23   266.30 
    0.38     4.50   249.70 
    0.36     4.63   243.70 
    0.31     4.82   257.30 
    0.31     4.35   262.30 
    0.31     4.14   260.30 
    0.33     4.21   233.20 
    0.44     4.72   243.50 
    0.58     4.26   243.40 
    0.66     4.62   245.40 
    0.52     5.20   243.70 
    0.53     5.35   247.40 
    0.45     4.96   257.30 
    0.42     4.25   252.70 
    0.30     4.52   256.30 
    0.26     4.94   249.30 
    0.29     4.64   262.30 
    0.29     4.39   256.30 
    0.22     4.60   268.30 
    0.21     4.98   268.30 
    0.17     5.12   281.10 
    0.17     4.59   285.10 
    0.10     5.27   333.80 
    0.17     5.25   290.10 
    0.21     4.44   273.20 
    0.18     4.25   277.30 
    0.44     4.11   290.50 
    0.42     3.73   266.30 
    0.41     4.26   261.30 
    0.46     4.37   269.60 
    0.49     4.75   261.60 
    0.37     4.64   260.30 
    0.34     5.07   252.30 
    0.45     5.48   255.30 
    0.38     4.52   258.30 
    0.28     4.86   281.10 
    0.25     4.04   319.40 
    0.26     6.18   269.90 
    0.28     5.99   284.20 
    0.27     5.23   326.20 
    0.18     3.79   307.10 
    0.19     3.37   316.30 
    0.20     4.09   317.30 
    0.33     5.21   345.90 
    0.45     4.85     1.90 
    0.39     4.49   358.90 
    0.31     3.98   351.30 
    0.40     5.46   354.90 
    0.34     4.09   353.30 
    0.29     3.88   344.30 
    0.27     5.21   333.90 
    0.26     5.86   338.20 
    0.28     5.23   353.20 
    0.25     4.46   349.20 
    0.24     4.72   347.20 
    0.30     4.91   322.45 
    0.36     5.11   297.70 
    0.33     5.53   306.60 
    0.48     5.43   292.50 
    0.46     4.58   285.40 
    0.33     4.91   302.60 
    0.33     5.51   290.10 
    0.26     5.16   301.60 
    0.28     4.54   299.60 
    0.20     5.06   313.10 
    0.15     5.18   314.40 
    0.20     4.93   306.10 
    0.17     4.55   320.40 
    0.17     4.41   312.10 
    0.34     3.99   250.70 
    0.35     3.78   239.60 
    0.82     4.44   243.20 
    0.97     5.67   243.20 
    0.80     5.47   243.40 
    0.74     5.93   248.80 
    0.68     4.74   249.80 
    0.60     4.48   246.80 
    0.56     5.01   247.80 
    0.61     5.14   249.80 
    0.59     4.74   248.80 
    0.57     4.75   243.40 
    0.50     5.23   243.40 
    0.51     4.87   244.40 
    0.49     4.57   250.30 
    0.38     4.12   243.70 
    0.28     4.77   262.30 
    0.28     4.85   261.30 
    0.26     4.32   267.20 
    0.39     3.80   254.30 
    0.43     4.25   250.70 
    0.58     5.54   251.80 
    0.67     4.57   251.30 
    0.52     4.35   250.80 
    0.48     4.38   246.40 
    0.47     5.11   241.40 
    0.48     5.01   247.80 
    0.50     4.83   240.70 
    0.51     5.95   237.70 
    0.45     5.60   239.40 
    0.49     5.54   251.80 
    0.37     4.50   252.70 
    0.28     4.44   252.30 
    0.22     4.44   257.30 
    0.25     4.37   280.30 
    0.32     4.74   279.30 
    0.23     5.32   312.10 
    0.33     5.18   274.20 
    0.36     5.87   294.60 
    0.23     5.75   319.90 
    0.25     6.01   331.10 
    0.22     5.92   354.80 
    0.19     4.54   328.10 
    0.41     3.88   277.30 
    0.37     4.52   254.30 
    0.52     4.62   242.40 
    0.58     4.62   240.40 
    0.52     4.22   246.80 
    0.31     4.26   257.30 
    0.26     4.82   255.30 
    0.26     4.77   256.30 
    0.27     4.12   252.70 
    0.10     3.85   245.10 
    0.17     4.46   229.10 
    0.22     4.82   258.30 
    0.20     4.57   267.20 
    0.08     3.23   330.90 
    0.08     3.14   337.90 
    0.15     4.21   289.60 
    0.07     3.73   316.10 
    0.01     2.41   254.80 
    0.05     1.85   236.40 
    0.22     4.89   262.30 
    0.12     5.69   318.40 
    0.07     3.38   305.70 
    0.14     4.42   306.60 
    0.20     4.69   270.20 
    0.13     4.68   313.40 
    0.10     4.47   319.90 
    0.13     4.60   321.90 
    0.24     3.94   290.10 
    0.26     4.34   292.60 
    0.48     4.03   282.70 
    0.52     4.03   279.70 
    0.46     4.21   288.40 
    0.52     5.17   291.50 
    0.66     5.43   293.50 
    0.57     5.11   294.70 
    0.53     4.98   300.70 
    0.54     4.98   299.70 
    0.48     5.16   305.60 
    0.42     5.40   304.60 
    0.38     5.03   302.60 
    0.33     4.79   302.60 
    0.33     4.79   302.60 
    0.32     4.54   306.60 
    0.47     4.48   253.80 
    0.46     4.83   255.30 
    0.38     3.98   263.30 
    0.33     4.14   260.30 
    0.27     4.39   262.30 
    0.26     4.44   267.20 
    0.24     4.86   281.10 
    0.15     4.30   318.40 
    0.11     2.76   272.70 
    0.11     3.06   274.30 
    0.12     3.17   283.30 
    0.14     3.88   284.30 
    0.19     4.72   300.20 
    0.38     4.36   333.90 
    0.31     4.33   344.20 
    0.26     4.72   334.20 
    0.31     5.35   347.20 
    0.27     4.36   322.40 
    0.24     4.01   320.40 
    0.24     5.09   308.20 
    0.24     5.47   315.20 
    0.36     4.97   321.90 
    0.24     3.98   312.30 
    0.29     5.09   310.90 
    0.41     6.12   326.20 
    0.39     5.54   326.70 
    0.37     4.97   327.20 
    0.30     4.97   318.20 
    0.34     5.75   326.20 
    0.38     5.86   332.20 
    0.30     4.84   334.20 
    0.26     4.24   325.90 
    0.28     5.10   338.20 
    0.39     5.48   350.20 
    0.41     4.85   352.90 
    0.27     4.01   332.40 
    0.28     4.73   343.90 
    0.27     5.35   354.20 
    0.27     4.97   352.20 
    0.21     4.00   345.90 
    0.19     4.17   346.10 
    0.16     4.78   342.10 
    0.20     4.63     5.80 
    0.19     4.41   349.10 
    0.14     4.54   332.10 
    0.15     4.57   324.50 
    0.16     4.60   316.90 
    0.15     4.55   318.40 
    0.16     4.93   318.40 
    0.15     4.55   318.40 
    0.09     3.02   306.70 
    0.09     2.94   266.70 
    0.10     4.41   268.10 
    0.16     4.54   313.10 
    0.19     4.21   294.60 
    0.17     4.59   287.10 
    0.13     4.42   319.40 
    0.09     4.37   316.80 
    0.12     3.83   322.90 
    0.04     2.93   342.80 
    0.22     3.81   300.60 
    0.24     4.64   315.20 
    0.42     5.33   332.90 
    0.49     5.48   333.20 
    0.39     5.09   332.20 
    0.36     5.16   328.40 
    0.45     5.75   343.20 
    0.37     5.47   342.20 
    0.36     4.39   340.30 
    0.29     4.29   337.30 
    0.36     5.94   339.90 
    0.34     5.99   345.20 
    0.29     5.09   343.90 
    0.23     5.46   334.90 
    0.21     6.25   341.10 
    0.24     5.66   354.80 
    0.20     5.10   329.20 
    0.19     4.97   336.90 
    0.33     5.44   317.20 
    0.34     4.54   305.60 
    0.27     4.93   312.40 
    0.26     4.54   311.10 
    0.39     4.59   289.10 
    0.36     4.52   263.30 
    0.31     4.26   254.30 
    0.48     3.77   245.40 
    0.63     4.38   241.40 
    0.55     4.75   240.40 
    0.43     4.88   247.80 
    0.38     4.44   253.30 
    0.36     4.01   255.30 
    0.36     4.31   258.30 
    0.40     4.64   255.30 
    0.36     4.31   253.30 
    0.34     4.01   257.30 
    0.33     4.56   252.30 
    0.27     4.69   254.30 
    0.23     4.52   257.30 
    0.22     3.93   257.30 
    0.18     4.32   270.20 
    0.18     4.07   275.20 
    0.03     2.42   341.70 
    0.07     2.93   340.80 
    0.62     4.21   289.40 
    0.36     4.61   349.90 
    0.78     4.54   279.70 
    0.71     4.45   282.40 
    0.91     5.17   293.50 
    0.62     5.10   303.80 
    0.73     6.42   319.10 
    0.55     6.11   323.20 
    0.48     6.59   328.20 
    0.46     6.63   334.20 
    0.36     5.86   330.20 
    0.26     5.70   325.90 
    0.26     5.74   342.20 
    0.27     4.61   341.90 
    0.12     3.16   333.90 
    0.14     3.40   335.70 
    0.12     3.69   324.90 
    0.17     4.54   343.10 
    0.21     4.12     8.80 
    0.14     4.08   341.10 
    0.11     4.78   332.10 
    0.16     5.14     2.80 
    0.33     3.56   308.60 
    0.17     3.95   288.20 
    0.16     4.00   325.90 
    0.16     4.37   350.80 
    0.17     4.04   318.40 
    0.15     4.04   312.40 
